LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
909,2703,112235,11,9,2,9.2,3.8,1.0,19.0,"£35,361"
909,2704,112236,12,10,4,10.4,5.4,1.6,15.0,"£36,411"
909,2705,112237,23,14,4,17.9,8.9,1.4,16.6,"£37,153"
909,2706,112238,4,4,1,3.3,1.3,0.4,14.8,SUPP
909,2707,112239,9,4,1,8.1,3.5,1.0,14.8,"£35,768"
909,2708,112240,8,12,2,6.0,6.7,1.0,19.7,"£39,498"
909,2710,112242,22,20,7,19.5,14.4,4.5,20.8,"£37,396"
909,2711,112243,20,20,7,18.3,14.1,5.3,22.3,"£36,112"
909,2712,112244,21,19,5,18.7,8.7,3.0,23.7,"£39,631"
909,2713,131177,19,17,4,18.8,13.2,2.2,20.3,"£37,561"
909,2714,131443,8,12,1,7.5,10.4,1.0,35.0,"£39,733"
909,2715,131761,10,9,2,10.0,7.4,1.2,18.7,"£30,295"
909,2716,132170,8,5,2,7.6,2.9,2.0,20.5,"£34,351"
909,2717,132835,13,19,3,11.3,10.0,1.5,21.4,"£45,485"
909,2718,133264,8,8,1,6.7,6.0,0.7,17.7,"£34,484"
909,2720,133390,2,0,1,2.0,0.0,1.0,SUPP,SUPP
909,2721,133727,18,15,6,12.1,5.1,2.8,21.6,"£37,311"
909,2722,133726,8,8,2,8.0,4.8,1.0,20.1,"£39,046"
909,3002,112245,7,3,1,5.5,1.9,0.7,12.7,"£35,175"
909,3007,112246,13,12,3,10.0,7.1,1.9,21.9,"£39,798"
909,3013,112248,13,14,1,9.3,7.3,1.0,20.3,"£45,680"
909,3014,112249,4,1,3,2.7,0.5,1.4,19.6,"£35,547"
909,3015,112250,10,7,2,8.4,4.3,1.0,18.9,"£39,274"
909,3017,112251,5,3,1,3.8,2.3,0.4,7.5,"£31,664"
909,3018,112252,2,0,0,2.0,0.0,0.0,SUPP,SUPP
909,3019,112253,5,7,4,3.7,3.5,0.9,23.4,"£36,340"
909,3020,112254,7,3,1,4.0,1.3,0.7,19.5,"£35,398"
909,3021,112255,10,9,2,6.9,3.1,0.9,19.1,"£36,591"
909,3023,112256,5,1,2,2.9,0.3,0.5,7.4,"£31,074"
909,3030,112257,3,4,3,2.2,1.8,0.7,14.9,SUPP
909,3031,112258,7,7,2,7.0,4.7,1.1,18.6,"£32,371"
909,3032,112259,5,2,1,3.0,0.7,0.5,13.3,"£34,958"
909,3037,112260,8,4,3,7.0,2.6,1.6,16.6,"£31,098"
909,3052,137537,13,14,3,10.3,7.7,1.8,17.4,"£39,206"
909,3054,112262,4,5,2,4.0,2.0,0.9,17.0,"£37,122"
909,3056,112263,5,3,4,4.5,2.3,1.2,20.7,"£36,534"
909,3057,112264,10,12,7,6.8,3.8,1.5,19.0,SUPP
909,3058,112265,4,6,2,3.0,3.0,0.8,19.3,"£40,099"
909,3059,112266,3,4,1,3.0,2.1,0.5,15.5,SUPP
909,3061,112267,5,3,1,2.6,0.6,0.6,6.9,"£34,875"
909,3064,112269,9,10,2,8.1,8.4,1.3,24.0,"£37,999"
909,3100,112270,10,14,3,7.7,4.2,1.1,17.9,"£36,026"
909,3101,112271,6,7,3,5.0,2.6,1.1,20.9,"£38,140"
909,3102,112272,14,23,4,10.2,11.4,2.3,19.1,"£38,386"
909,3103,112273,5,1,2,4.8,0.1,0.7,11.7,SUPP
909,3112,112274,8,7,1,6.6,3.7,0.9,19.7,"£35,868"
909,3114,112275,5,4,2,3.1,2.3,1.0,17.4,SUPP
909,3115,112276,11,4,2,3.8,1.7,0.8,16.4,"£34,251"
909,3116,112277,11,10,3,9.7,7.0,2.3,26.5,"£35,486"
909,3122,112279,5,5,2,2.7,2.4,0.7,18.3,"£37,065"
909,3123,112280,9,15,3,7.9,6.0,1.1,19.2,"£40,054"
909,3124,112281,4,8,1,3.5,3.4,0.7,20.5,"£45,503"
909,3125,112282,6,5,2,4.8,2.9,0.9,18.9,"£34,673"
909,3126,112283,7,4,1,5.0,3.5,0.7,10.4,"£31,202"
909,3128,112284,8,9,2,7.4,4.4,1.2,22.3,"£37,638"
909,3130,112286,7,4,2,3.8,2.3,0.6,12.8,"£35,745"
909,3132,112287,6,2,3,5.3,1.1,1.1,15.1,"£38,850"
909,3150,112289,12,23,6,11.6,17.8,5.3,19.9,"£42,361"
909,3200,112290,3,2,4,2.3,1.2,1.9,14.8,SUPP
909,3204,112293,3,3,3,2.6,1.2,0.9,18.1,SUPP
909,3206,112294,6,7,1,6.0,4.1,0.9,17.3,SUPP
909,3207,112295,2,1,2,1.1,0.7,1.3,10.6,SUPP
909,3209,112296,3,9,2,3.0,6.3,0.8,30.8,SUPP
909,3210,112297,7,15,4,6.0,4.8,1.7,19.8,"£38,198"
909,3211,112298,9,6,6,7.6,3.7,2.8,21.1,"£39,073"
909,3212,112299,11,10,3,7.1,6.4,1.1,18.5,"£30,630"
909,3301,112300,5,7,2,4.5,1.6,0.7,11.7,"£38,226"
909,3304,112301,5,2,1,4.3,1.3,0.7,16.0,"£35,764"
909,3305,112302,5,8,4,3.6,2.6,0.7,14.4,"£33,210"
909,3309,112303,7,6,2,4.6,3.3,0.6,17.2,"£36,689"
909,3310,141711,8,5,2,5.0,3.4,0.8,18.9,"£38,225"
909,3315,112305,7,8,2,6.3,4.7,1.0,20.8,"£36,583"
909,3316,112306,8,2,3,4.3,0.9,1.0,16.4,"£32,050"
909,3319,112307,9,5,3,8.0,2.7,1.4,18.8,"£35,053"
909,3322,112308,4,6,1,3.1,3.0,0.6,16.8,"£46,134"
909,3324,112309,3,2,1,2.4,1.0,0.6,23.5,SUPP
909,3328,112310,7,8,1,6.4,3.3,0.9,14.4,"£37,768"
909,3352,137686,8,6,2,6.1,3.6,1.3,23.0,"£34,999"
909,3354,112313,4,1,0,3.6,0.6,0.0,17.0,"£41,795"
909,3355,112314,8,6,5,5.8,2.9,1.4,17.4,"£37,489"
909,3356,112315,6,2,2,2.3,0.7,0.7,11.3,"£32,778"
909,3357,112316,6,5,3,4.0,1.6,0.8,19.0,"£39,737"
909,3358,112317,10,7,3,5.0,2.4,0.8,18.2,"£37,974"
909,3359,112318,4,6,3,3.2,1.8,1.2,18.4,"£45,354"
909,3360,112319,8,3,3,6.4,2.2,1.7,11.6,"£35,163"
909,3361,112320,4,2,3,3.2,1.4,0.8,13.6,SUPP
909,3362,112321,6,5,2,3.2,2.2,0.7,11.0,"£32,534"
909,3365,112322,12,14,5,8.7,6.3,2.3,20.3,"£40,648"
909,3367,112323,15,11,13,10.4,6.0,3.0,21.1,"£38,040"
909,3368,112324,8,8,5,5.1,4.5,1.1,21.7,"£38,570"
909,3370,112325,12,7,7,8.3,3.2,2.2,21.0,"£40,779"
909,3372,112326,4,4,3,2.4,1.6,0.8,12.9,"£40,049"
909,3373,112327,5,2,1,3.6,1.2,0.7,15.0,"£37,143"
909,3374,112328,7,3,5,5.6,1.2,2.5,16.1,"£38,706"
909,3381,112331,5,8,2,1.8,2.1,0.8,18.1,"£33,504"
909,3400,112332,4,3,1,2.7,2.0,0.6,20.6,"£41,401"
909,3401,112333,4,3,2,3.5,1.9,0.5,14.7,"£36,601"
909,3402,142106,4,6,1,3.7,2.5,0.8,15.5,"£44,647"
909,3404,112335,5,5,2,4.5,2.8,1.0,16.9,"£35,554"
909,3405,112336,6,6,1,5.3,2.6,0.0,17.5,"£34,828"
909,3410,112337,10,15,4,9.8,10.4,3.0,20.1,"£37,562"
909,3414,112338,5,9,1,4.4,6.9,1.0,34.2,"£30,137"
909,3415,112339,12,15,3,9.6,10.6,2.1,23.5,"£35,013"
909,3416,112340,9,7,3,9.0,5.1,1.6,22.9,"£39,040"
909,3450,112341,10,5,4,9.5,2.6,2.5,17.9,"£42,395"
909,3451,112342,6,6,5,4.8,2.6,1.8,17.1,"£41,878"
909,3452,112343,2,4,1,2.0,1.6,0.5,27.5,SUPP
909,3453,112344,6,6,3,4.3,2.8,0.8,15.1,SUPP
909,3500,112345,5,2,1,4.5,1.8,0.6,18.2,"£34,734"
909,3506,112348,10,10,4,9.2,7.1,2.0,21.8,"£39,266"
909,3508,112349,2,2,1,2.0,1.8,0.6,12.3,SUPP
909,3510,112350,5,4,2,5.0,3.3,0.8,15.6,"£28,662"
909,3514,112351,11,18,3,8.7,11.9,1.7,23.1,"£38,493"
909,3516,112352,4,7,2,3.5,3.1,0.8,17.6,"£34,570"
909,3519,112353,11,8,2,9.9,6.0,1.0,19.5,"£35,193"
909,3520,112354,13,9,4,11.2,8.1,3.1,23.8,"£37,623"
909,3521,112355,14,27,3,12.5,19.8,2.4,22.8,"£34,257"
909,3550,112356,4,7,2,3.1,2.4,0.5,19.7,"£41,223"
909,3551,112357,11,9,3,7.6,5.0,1.5,14.2,"£39,560"
909,3552,112358,8,3,3,5.9,1.1,2.0,21.4,"£37,554"
909,3556,140306,9,3,6,7.0,1.5,1.0,16.7,"£33,991"
909,3557,112361,7,7,1,4.7,3.6,0.0,20.9,"£37,994"
909,3601,112362,12,0,4,8.4,0.0,1.5,16.2,"£39,705"
909,3602,112363,11,17,3,9.5,8.9,1.2,19.7,"£36,321"
909,3603,112364,14,6,3,11.7,3.7,1.4,17.7,"£39,628"
909,3606,112365,10,10,2,9.4,5.6,1.2,17.4,"£40,153"
909,3607,112366,14,8,6,11.0,5.4,2.5,19.3,"£37,934"
909,3652,112369,13,11,2,11.6,8.5,1.0,18.3,"£35,001"
909,3653,112370,9,7,1,6.5,4.2,1.0,14.7,"£37,219"
909,3654,112371,13,15,2,10.5,7.1,2.0,22.3,"£36,500"
909,3656,112372,6,6,6,5.0,2.7,1.2,17.6,"£36,546"
909,3661,134214,14,10,3,13.8,9.1,2.7,18.0,"£34,818"
909,3662,134739,17,1,4,15.5,0.9,3.2,22.1,"£36,251"
909,3663,134789,15,14,5,13.1,9.7,2.2,21.4,"£38,645"
909,4000,140406,39,5,11,35.0,4.8,10.4,14.7,"£33,457"
909,4001,112375,14,5,5,11.7,3.8,2.7,9.7,"£38,292"
909,4002,140600,22,3,10,21.2,2.9,9.2,12.1,"£40,599"
909,4003,141041,38,17,18,35.8,14.5,15.0,16.3,"£39,935"
909,4007,141499,46,13,15,43.2,10.1,13.8,18.3,"£40,234"
909,4008,112377,18,4,7,13.4,3.0,5.2,10.0,"£33,976"
909,4011,112378,11,2,7,9.8,1.2,4.2,9.6,"£36,224"
909,4013,143749,47,0,3,9.2,0.0,1.1,12.1,SUPP
909,4056,112379,34,14,19,31.9,8.4,13.7,14.8,"£39,645"
909,4060,137269,20,17,9,15.6,10.2,5.0,11.8,"£35,647"
909,4103,142306,92,29,34,79.0,23.4,28.7,16.6,"£41,635"
909,4104,112382,41,13,16,39.4,9.2,15.1,15.5,"£40,723"
909,4150,112383,71,19,33,67.0,13.8,24.5,14.7,"£40,723"
909,4151,112384,23,9,9,12.8,4.6,5.0,11.5,"£38,571"
909,4152,112385,89,14,35,82.0,8.1,26.3,16.3,"£37,520"
909,4204,112388,42,9,14,35.3,7.1,11.2,14.7,"£39,026"
909,4310,112393,97,24,31,86.8,22.2,25.4,15.8,"£38,343"
909,4501,112397,92,25,26,81.4,18.5,21.5,15.3,"£40,708"
909,4622,112398,64,17,20,58.3,14.5,18.1,17.7,"£42,165"
909,4630,112399,40,9,20,39.3,7.0,15.5,14.0,"£40,484"
909,4634,112400,51,16,26,45.4,13.0,19.0,16.2,"£41,506"
909,4810,112401,48,25,16,40.3,17.4,12.6,17.2,"£39,612"
909,5200,112402,10,8,7,8.3,3.8,3.5,18.4,"£36,117"
909,5201,112403,15,16,4,12.7,7.7,1.7,20.3,"£37,806"
909,5202,112404,8,7,1,6.7,3.5,1.0,17.5,"£31,120"
909,5203,112405,15,7,3,12.2,4.3,2.0,19.4,"£37,859"
909,5204,112406,5,14,2,5.0,4.2,0.7,18.8,"£34,896"
909,5205,137513,9,16,2,6.9,6.7,0.9,20.9,"£32,978"
909,5206,112408,10,9,4,8.0,5.9,1.7,22.6,"£39,866"
909,5207,112409,9,4,2,7.9,2.9,1.3,20.8,"£39,028"
909,5208,112410,8,3,4,6.0,1.3,0.9,11.0,"£33,762"
909,5209,136784,11,10,1,9.1,5.7,0.9,24.6,"£37,231"
909,5210,112412,13,15,2,10.4,7.0,1.4,21.5,"£39,614"
909,5211,137602,16,6,2,15.1,5.5,2.0,20.1,"£30,525"
909,5212,112414,7,6,3,4.0,2.1,0.6,15.7,"£35,677"
909,5213,112415,3,5,1,2.0,1.5,0.4,26.4,SUPP
909,5215,112417,7,5,1,3.6,4.2,0.9,16.6,SUPP
909,5216,138159,3,2,4,2.4,1.9,2.1,14.5,SUPP
909,5217,112419,7,5,1,3.9,2.2,0.7,20.7,"£36,123"
909,5218,112420,8,11,2,6.0,5.5,1.0,17.8,"£33,180"
909,5219,112421,8,10,2,6.7,8.3,1.6,27.2,"£32,290"
909,5220,137653,5,5,3,4.1,3.7,1.2,17.9,"£34,887"
909,5221,112423,27,18,5,21.8,15.0,2.8,20.1,"£39,322"
909,5223,138896,7,4,1,6.6,2.3,0.8,13.9,"£37,077"
909,5225,112119,4,5,2,3.0,2.3,1.7,24.7,"£35,003"
909,5226,112138,5,8,1,3.7,3.3,0.5,17.4,"£35,609"
909,5400,136671,67,15,30,59.5,12.4,23.5,15.6,"£40,121"
909,5401,136732,65,5,20,53.8,2.0,15.1,16.2,"£39,144"
909,5402,137369,111,35,53,92.3,25.9,42.1,18.2,"£40,981"
909,5404,136526,76,26,31,68.4,20.4,24.8,16.2,"£40,443"
909,5405,137205,83,18,46,65.3,14.6,36.6,14.8,"£39,016"
909,5406,137107,41,12,15,23.4,5.4,9.3,16.8,"£38,122"
909,5407,137251,31,8,15,25.3,7.3,10.8,17.4,"£40,704"
909,5410,137338,31,11,14,22.2,9.8,7.4,15.4,"£39,709"
909,5411,136357,100,23,37,87.5,14.8,31.3,14.5,"£40,023"
909,5412,137252,100,40,43,88.9,27.8,29.1,16.4,35832
909,5413,137254,75,18,20,64.9,13.4,17.1,15.7,"£40,892"
909,5414,136902,93,22,36,71.3,14.6,25.3,17.9,"£40,731"
909,6025,141106,NA,NA,NA,NA,NA,NA,NA,NA
909,6905,135620,41,9,17,36.2,8.8,14.7,15.9,"£39,612"
909,6906,135621,42,12,23,38.0,8.6,20.0,17.5,"£39,586"
909,6907,135632,71,32,48,65.0,29.3,39.0,18.4,"£39,212"
909,6908,135940,53,25,22,51.3,21.6,17.6,15.3,42971
916,2000,115481,26,29,6,23.5,16.2,3.4,15.5,"£35,038"
916,2001,138674,14,25,5,14.0,15.2,4.6,20.1,"£35,903"
916,2002,115482,NA,NA,NA,NA,NA,NA,NA,NA
916,2003,138782,6,7,2,4.2,4.6,1.4,18.6,"£40,081"
916,2004,115483,22,30,5,20.7,20.6,3.9,21.5,"£36,047"
916,2005,115484,10,16,3,8.9,11.9,2.4,19.4,"£38,225"
916,2006,138786,9,7,2,7.8,4.4,1.9,25.4,"£34,461"
916,2008,115486,28,27,7,25.6,18.2,4.6,21.4,"£34,299"
916,2009,139337,17,16,2,16.0,8.8,2.0,18.2,36405
916,2010,139643,10,21,5,9.2,6.0,2.6,23.6,37527
916,2013,115487,33,47,4,26.3,24.5,3.4,23.2,"£36,478"
916,2019,139693,NA,NA,NA,NA,NA,NA,NA,NA
916,2022,141696,NA,NA,NA,NA,NA,NA,NA,NA
916,2025,115491,19,16,2,15.1,10.5,1.0,17.6,"£34,578"
916,2026,115492,23,20,3,16.8,8.4,2.3,18.2,"£37,316"
916,2028,115494,12,22,5,11.3,10.1,2.6,18.6,"£35,692"
916,2029,143655,4,6,6,4.0,3.2,4.6,21.3,"£35,883"
916,2030,115495,22,15,2,17.3,11.9,2.0,20.7,"£36,551"
916,2031,115496,25,26,6,20.6,13.8,3.9,23.4,"£38,307"
916,2032,140789,14,22,4,12.6,14.3,2.5,19.4,"£34,200"
916,2033,115498,19,32,9,15.0,11.5,3.7,23.9,39094
916,2034,115499,13,21,3,11.3,8.6,2.1,24.0,"£39,421"
916,2036,143712,4,4,1,3.2,1.8,1.0,8.1,"£36,161"
916,2037,144472,NA,NA,NA,NA,NA,NA,NA,NA
916,2038,145123,10,17,5,8.4,8.5,2.7,21.0,"£34,768"
916,2040,115500,9,6,2,6.6,4.6,1.0,19.9,"£38,315"
916,2041,115501,6,7,1,5.2,3.2,1.0,19.5,"£36,038"
916,2042,115502,8,8,1,4.7,4.8,0.8,20.6,"£39,406"
916,2043,143207,9,9,2,8.8,4.4,1.4,20.5,"£33,506"
916,2044,115504,5,5,2,3.9,2.9,0.9,15.7,"£33,991"
916,2045,115505,8,7,2,6.8,3.5,0.9,10.8,"£35,132"
916,2046,139291,16,18,3,13.3,9.6,2.6,18.7,"£36,220"
916,2047,115507,7,7,4,5.8,2.2,1.4,14.6,"£37,200"
916,2050,115509,12,12,2,9.0,6.2,1.5,23.1,"£37,740"
916,2051,115510,5,4,1,3.4,1.4,0.7,15.6,"£35,623"
916,2052,115511,9,14,3,6.6,5.3,1.6,24.5,"£33,891"
916,2053,115512,16,21,2,12.5,8.6,1.7,19.2,"£37,505"
916,2056,115515,7,6,2,5.5,4.5,1.4,19.0,"£36,212"
916,2061,139150,21,17,4,15.9,11.1,3.1,20.1,"£37,292"
916,2062,115518,10,15,4,7.5,6.4,1.4,17.5,"£36,583"
916,2064,115519,7,10,2,5.3,4.6,1.5,20.6,"£40,845"
916,2065,115520,17,11,4,15.5,7.3,2.6,18.9,"£36,105"
916,2066,115521,8,17,3,5.8,4.4,1.1,13.2,"£34,623"
916,2067,115522,7,9,3,6.0,3.5,1.9,20.1,"£37,574"
916,2068,115523,10,8,1,6.6,3.9,1.0,21.2,"£38,545"
916,2069,137207,13,12,2,9.6,6.4,2.0,22.2,"£36,471"
916,2070,115525,13,18,2,11.6,8.2,2.0,19.0,"£36,620"
916,2072,115526,8,8,1,6.3,3.2,1.0,18.5,"£35,316"
916,2073,115527,8,8,2,5.5,2.9,1.0,18.5,"£38,888"
916,2075,115529,6,5,3,5.2,2.2,1.3,22.4,"£37,710"
916,2077,115531,9,19,4,7.0,5.5,1.6,19.6,"£40,048"
916,2081,115533,10,14,1,8.0,5.3,1.0,17.5,"£36,330"
916,2084,115534,5,4,2,2.8,2.5,1.0,18.1,"£40,675"
916,2085,115535,5,4,2,3.7,1.4,0.7,10.4,"£38,627"
916,2086,115536,11,15,5,7.0,4.5,2.1,16.9,"£34,650"
916,2089,115538,8,13,3,6.2,5.4,1.4,16.8,"£35,122"
916,2090,115539,12,13,3,10.9,6.9,1.9,17.4,"£37,014"
916,2091,115540,8,9,4,6.3,6.1,2.1,20.3,"£38,426"
916,2094,115541,18,36,1,12.8,11.4,0.8,19.7,"£36,209"
916,2097,115543,7,3,2,5.7,1.1,1.2,19.4,"£37,031"
916,2098,115544,12,19,2,7.6,6.2,0.6,17.3,"£38,626"
916,2099,115545,11,7,3,5.2,2.9,1.2,20.5,"£35,085"
916,2101,115547,7,6,2,5.2,2.6,1.4,17.9,"£35,000"
916,2102,115548,4,4,1,3.3,2.1,0.8,15.3,SUPP
916,2103,115549,11,15,4,9.1,6.8,2.0,20.0,"£32,736"
916,2105,115550,15,16,4,12.1,6.3,3.2,19.6,"£36,978"
916,2106,115551,10,16,3,7.4,8.1,1.5,23.0,"£38,096"
916,2107,115552,11,13,5,7.7,4.8,1.7,17.7,"£34,188"
916,2108,115553,4,5,2,3.6,2.1,0.8,17.4,"£36,717"
916,2109,115554,9,5,1,5.3,2.5,1.0,16.4,"£38,202"
916,2110,115555,9,14,2,7.6,5.6,1.5,18.8,"£38,449"
916,2111,142451,6,8,1,5.2,4.0,0.9,19.4,"£34,662"
916,2113,137854,8,7,4,5.1,2.0,1.6,19.8,"£35,231"
916,2114,115559,13,16,3,9.0,6.9,1.7,19.2,"£32,274"
916,2116,115560,13,15,2,10.5,8.5,1.8,16.4,"£35,775"
916,2117,115561,13,14,2,10.8,7.8,1.4,17.3,"£35,545"
916,2118,115562,12,12,3,8.9,6.2,1.6,16.0,"£37,768"
916,2119,115563,10,12,2,8.4,5.3,1.1,17.1,"£35,871"
916,2122,115564,12,21,2,9.8,8.3,1.9,18.4,"£37,667"
916,2123,115565,12,14,3,9.5,5.7,2.3,22.0,"£38,651"
916,2125,140511,10,14,3,9.0,6.6,2.3,23.0,"£34,953"
916,2130,115568,10,8,2,7.5,5.0,1.1,19.5,"£39,016"
916,2132,115569,12,19,3,9.3,9.3,1.6,21.9,"£41,034"
916,2134,115570,13,9,13,9.9,5.5,7.6,18.4,"£37,383"
916,2135,137271,39,47,7,31.5,23.7,5.4,19.3,"£35,365"
916,2136,115572,16,16,3,12.2,9.4,2.7,21.5,"£39,854"
916,2137,115573,11,35,3,8.2,11.3,1.5,20.7,"£38,982"
916,2138,115574,10,12,1,8.0,3.5,0.9,15.8,"£35,981"
916,2139,115575,15,20,6,11.8,12.4,4.6,15.5,"£34,314"
916,2141,115576,26,20,2,20.6,10.9,1.7,20.2,"£36,210"
916,2142,115577,15,19,3,10.6,6.8,1.4,19.8,"£37,832"
916,2143,115578,13,17,3,9.2,6.8,1.8,21.7,"£37,785"
916,2144,137173,10,15,22,8.4,8.0,7.8,21.0,"£35,541"
916,2145,115580,7,18,3,6.0,8.7,1.7,21.5,"£38,945"
916,2146,115581,11,16,3,8.8,10.7,1.3,20.1,"£34,552"
916,2147,115582,26,16,4,23.1,10.9,2.8,16.2,"£37,425"
916,2150,115585,12,12,3,11.1,8.3,1.7,17.6,"£34,595"
916,2151,115586,14,8,3,11.7,5.7,1.8,19.8,"£39,296"
916,2155,115590,27,23,3,19.3,10.7,1.7,22.3,"£36,998"
916,2157,137255,20,19,6,17.7,13.7,3.1,17.6,"£37,639"
916,2158,144898,14,14,4,12.0,9.7,2.9,21.4,"£30,197"
916,2160,115594,29,24,6,23.5,13.2,4.3,21.3,"£36,259"
916,2164,137194,25,20,15,20.3,13.6,8.5,21.1,"£33,830"
916,2165,115598,12,8,2,8.7,4.6,1.3,20.8,"£37,928"
916,2168,137432,27,20,6,20.4,8.0,2.7,17.7,"£34,406"
916,2171,115600,30,24,5,18.8,13.6,3.7,22.3,"£37,388"
916,2172,115601,24,28,6,19.0,16.9,4.4,23.8,"£36,816"
916,2173,115602,15,38,3,12.6,20.2,2.1,18.4,"£35,586"
916,2175,115603,15,18,3,11.5,15.0,2.0,23.6,"£40,409"
916,2177,131249,18,25,3,16.6,16.0,3.0,18.7,"£38,285"
916,2178,131250,14,17,5,11.3,7.3,3.2,16.1,"£37,440"
916,2179,131782,13,12,3,10.1,7.2,1.4,23.7,"£38,682"
916,2180,131783,16,13,2,13.6,7.6,1.3,17.7,"£37,446"
916,2181,131784,15,14,2,12.7,6.0,1.1,21.7,"£35,956"
916,2184,133395,9,4,3,6.5,2.9,1.1,18.3,"£37,758"
916,2185,136074,19,21,7,16.9,15.9,5.0,19.1,"£36,316"
916,2200,135727,18,26,4,16.6,15.3,2.9,16.3,"£33,174"
916,3004,115605,15,13,2,13.0,8.7,0.8,15.7,"£36,577"
916,3006,115606,11,10,5,8.7,5.0,3.7,18.3,"£39,728"
916,3010,115607,44,58,19,35.8,27.0,11.3,17.3,"£37,242"
916,3011,115608,12,14,3,9.3,6.2,1.7,22.6,"£38,009"
916,3017,115609,9,5,3,7.5,1.4,1.6,11.8,"£34,327"
916,3018,115610,4,5,2,2.9,2.6,1.0,22.9,"£39,081"
916,3019,115611,5,4,1,3.1,1.8,0.5,11.4,"£38,651"
916,3020,115612,7,10,3,3.7,2.9,1.2,19.4,"£32,486"
916,3021,139524,10,6,2,7.7,3.6,1.5,19.5,"£34,140"
916,3024,115614,11,15,5,8.7,8.2,4.0,20.4,"£33,315"
916,3025,115615,14,16,3,9.1,7.8,2.5,23.1,"£36,021"
916,3026,115616,5,6,3,3.7,2.9,1.1,15.8,"£36,490"
916,3027,115617,4,3,2,4.0,1.7,1.9,16.5,"£34,647"
916,3030,115619,6,10,5,4.4,3.3,1.8,15.3,"£36,914"
916,3034,115621,7,5,1,5.2,2.0,0.8,13.2,"£33,722"
916,3035,115622,15,24,2,11.6,11.8,1.8,21.3,"£37,177"
916,3038,139987,8,7,3,4.8,2.5,1.3,20.3,"£33,744"
916,3039,115626,6,6,1,5.5,2.6,1.0,18.8,"£38,006"
916,3040,115627,5,6,2,4.0,2.7,1.0,25.4,"£35,745"
916,3041,115628,6,4,2,4.5,1.8,0.9,17.1,"£33,968"
916,3042,115629,6,7,3,4.0,3.8,1.1,25.8,"£36,280"
916,3044,115631,6,9,3,5.8,5.1,1.1,19.0,"£37,030"
916,3045,115632,3,4,1,3.0,1.6,0.4,15.3,SUPP
916,3047,142434,7,6,1,4.4,3.7,1.0,23.6,"£32,726"
916,3048,115635,20,18,5,12.0,8.6,2.3,17.1,"£37,559"
916,3050,115636,10,4,3,5.8,1.7,1.0,18.1,"£38,151"
916,3052,115637,10,17,1,9.6,8.7,1.0,19.3,"£36,727"
916,3053,115638,3,2,2,2.6,1.5,0.8,15.8,SUPP
916,3054,115639,3,5,3,2.4,1.7,0.8,15.4,SUPP
916,3055,142438,4,6,2,3.1,3.2,0.8,17.9,"£36,351"
916,3056,115641,12,10,3,8.5,4.8,1.5,19.2,"£35,687"
916,3057,115642,9,12,4,7.1,6.1,2.8,19.0,"£33,665"
916,3060,115643,2,5,2,2.0,1.1,0.7,23.0,SUPP
916,3061,137477,15,11,7,12.4,7.7,4.8,30.7,"£32,770"
916,3063,115645,5,5,2,4.1,3.5,1.0,18.7,"£36,659"
916,3064,137132,5,3,3,4.0,1.6,1.1,18.0,"£38,084"
916,3065,115647,8,11,2,5.7,5.3,1.1,15.2,"£36,862"
916,3067,115648,4,2,1,3.8,1.2,0.7,12.6,SUPP
916,3068,115649,10,12,1,7.6,5.9,0.2,19.1,"£34,392"
916,3069,115650,14,15,3,13.0,8.1,2.0,22.7,"£37,141"
916,3070,115651,6,5,2,3.0,2.2,0.5,17.4,"£41,187"
916,3071,115652,3,4,1,2.9,1.4,0.8,14.3,SUPP
916,3072,115653,6,3,2,4.9,2.2,0.8,17.9,"£34,814"
916,3073,115654,21,21,3,19.5,14.1,2.6,19.9,"£36,719"
916,3074,115655,13,12,3,9.4,5.0,1.7,22.4,"£36,796"
916,3076,115657,7,6,2,6.4,3.3,1.0,16.6,"£35,436"
916,3077,115658,23,20,4,18.8,9.3,2.6,22.2,"£38,728"
916,3078,115659,10,11,2,9.0,5.8,1.4,16.8,"£38,512"
916,3080,115660,10,5,2,6.6,2.8,0.9,17.1,"£35,452"
916,3081,115661,4,2,1,2.9,1.5,0.7,11.9,"£32,828"
916,3084,137102,14,12,2,10.0,5.4,1.8,20.3,"£36,332"
916,3086,115663,3,2,2,2.0,1.0,0.7,18.5,SUPP
916,3087,115664,3,3,2,2.6,1.5,0.9,13.8,SUPP
916,3089,115665,6,6,3,4.8,2.6,0.9,18.5,"£37,126"
916,3093,115666,13,12,3,10.4,5.8,1.9,20.0,"£38,131"
916,3094,115667,26,18,4,20.4,7.0,3.2,21.6,"£35,708"
916,3096,144089,21,25,3,15.1,11.1,2.5,26.7,"£37,881"
916,3097,115669,14,13,3,11.1,6.9,1.8,17.9,"£34,721"
916,3099,115670,7,6,2,5.2,2.8,1.0,17.1,"£35,888"
916,3101,143208,13,10,4,9.1,4.7,2.3,22.2,"£38,040"
916,3308,115673,7,5,1,4.9,2.1,0.7,18.7,"£40,446"
